stage,iteration,elapsed_seconds,peak_rss_bytes,status
b2-b3,1,1.06,64401408,0
b3-b4,1,1.05,64380928,0
b2-b3,2,1.06,64532480,0
b3-b4,2,1.07,64380928,0
b2-b3,3,1.24,64401408,0
b3-b4,3,1.05,64372736,0
b2-b3,4,1.06,64380928,0
b3-b4,4,1.05,64446464,0
b2-b3,5,1.06,64503808,0
b3-b4,5,1.07,64466944,0
b2-b3,6,1.05,64430080,0
b3-b4,6,1.07,64434176,0
b2-b3,7,1.04,64360448,0
b3-b4,7,1.05,64581632,0
