candidate	kind	bytes	sha256
typerb-native	raw	22320	0c595cff7f53223e38db81921acfcda17f7f3db877374780917df45660075cbb
typerb-native	stripped	22312	5bf739c0902ff9618b0ff9e74f842270168b401aa16fec71ea22aaa551ec9d86
typerb-go	raw	2815354	71c586b083ce2dcb6d865fccfd54c6f900e3c3bc87b8181909551e183b1e2b4a
typerb-go	stripped	1887832	0aed1e8aa6afd6019282d9369b43587bf79b9a2e21218b3b5765f43416ca22c4
