case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
spectral-norm	four-core	typerb-native	11	11	13.7652	13.7589	1216512	pass
spectral-norm	four-core	typerb-go	11	11	5.63817	5.64438	7864320	pass
spectral-norm	four-core	c	11	11	1.78711	1.78543	692224	pass
spectral-norm	four-core	cpp	11	11	1.83844	1.83678	688128	pass
spectral-norm	four-core	go	11	11	3.21887	3.22089	4456448	pass
spectral-norm	four-core	rust	11	11	0.460849	1.80067	1970176	pass
spectral-norm	four-core	java	11	11	1.89495	1.88132	52187136	pass
