stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.24,64724992,0,1.23
b3-b4,1,1.21,64573440,0,1.21
b2-b3,2,1.24,64532480,0,1.23
b3-b4,2,1.24,64372736,0,1.24
b2-b3,3,1.24,64544768,0,1.24
b3-b4,3,1.24,64544768,0,1.24
b2-b3,4,1.26,64724992,0,1.26
b3-b4,4,1.23,64540672,0,1.23
b2-b3,5,1.23,64507904,0,1.23
b3-b4,5,1.24,64462848,0,1.24
b2-b3,6,1.22,64548864,0,1.21
b3-b4,6,1.22,64720896,0,1.22
b2-b3,7,1.21,64442368,0,1.21
b3-b4,7,1.23,64663552,0,1.23
