candidate	kind	bytes	sha256
typerb-native	raw	19552	390ecd6af0e251a563203920dfc04598cd4269f45f0a0ccf16c3586dc47e3c8b
typerb-native	stripped	19544	88ce1bd0e274d8c7d63dcd42c560afc1ac74d30f2cc57b4ef419bab94e9e2f0c
typerb-go	raw	2809882	65572cfab2f679b389fa776f0f33ef22e9028b5677fa294c7de8a44179551dba
typerb-go	stripped	1887832	9861b7504ee296692ff4badaefb0ece11127e513b1a0f03366fd68266b797764
