stage,iteration,elapsed_seconds,peak_rss_bytes,status,cpu_seconds
b2-b3,1,1.17,64655360,0,1.17
b3-b4,1,1.18,64471040,0,1.18
b2-b3,2,1.15,64557056,0,1.15
b3-b4,2,1.18,64573440,0,1.18
b2-b3,3,1.18,64344064,0,1.17
b3-b4,3,1.25,64622592,0,1.24
b2-b3,4,1.18,64491520,0,1.17
b3-b4,4,1.17,64643072,0,1.17
b2-b3,5,1.16,64622592,0,1.15
b3-b4,5,1.25,64487424,0,1.24
b2-b3,6,1.23,64581632,0,1.23
b3-b4,6,1.15,64495616,0,1.15
b2-b3,7,1.19,64442368,0,1.18
b3-b4,7,1.14,64475136,0,1.14
