case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
spectral-norm	four-core	typerb-native	11	11	4.38347	4.38139	1478656	pass
spectral-norm	four-core	typerb-go	11	11	5.63593	5.64596	7991296	pass
spectral-norm	four-core	c	11	11	1.78765	1.78556	880640	pass
spectral-norm	four-core	cpp	11	11	1.83874	1.83669	954368	pass
spectral-norm	four-core	go	11	11	3.2187	3.22188	4714496	pass
spectral-norm	four-core	rust	11	11	0.462834	1.80103	2232320	pass
spectral-norm	four-core	java	11	11	1.91917	1.88184	52060160	pass
