case	lane	candidate	retained	passed	walltime_median_seconds	cputime_median_seconds	memory_median_bytes	status
n-body	four-core	typerb-native	11	11	28.9154	28.9087	524288	pass
n-body	four-core	typerb-go	11	11	6.17493	6.18657	3801088	pass
n-body	four-core	c	11	11	2.97606	2.9737	524288	pass
n-body	four-core	cpp	11	11	2.73734	2.73491	700416	pass
n-body	four-core	go	11	11	3.6007	3.60522	3432448	pass
n-body	four-core	rust	11	11	3.51001	3.50698	958464	pass
n-body	four-core	java	11	11	5.00111	4.95774	50536448	pass
